SortOrder,State/Prov,Town,Site,year,State_Town_Yr,State_Town_Trap,Trap_Number,N_traps,Date_1May,Start_Day,Month,Region,Phenology,Latitude,Long,altitude,Days_of_ sampling,all_3_Pheno_periods,Log10_Tot_Biomass_Day,Log10_Nematocera_Day,Log10_Other Diptera_Day,Log10_Coleoptera_Day,Log10_Lepidoptera_Day,Log10_Hymenoptera_Day,Log10_Hemiptera_Day,Log10_Other_Unidentified_Day,Log10_Homoptera_Day,Mean_Temp,Max_Temp,MIN_Temp,Mean_WIND,Tot_Precip,Mean_Precip,Source_for_Weather,stn_id,stn_name,stn_latitude,stn_longitude,Total_Diptera,Nematocera (g),Other Diptera (g),Coleoptera (g),Lepidoptera (g),Araneae (g),Hymenoptera (g),Hemiptera (g),Homoptera,Orthoptera (g),total of Others (not Identified) (g),Neuroptera (g),Trichoptera,Odonata (g),Blattodea (Termites) (g),Thysanoptera,Psocoptera,Dermaptera (g),Plecoptera (g),Mecoptera (g),Isoptera (g),Ephemeroptera (g),Collembola (g),raphidioptera,Acari (mites),Megalaptura: Sialidae,Others -Not insects (FP),UnIdentified larvae,Notes,Lead_Contributors,Affliation
921,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 1 lodge field,1,4,14,14,May,4_SE,2. Ave lay date,37.391,-79.538,284,3,all 3 periods,-0.053,-1.224,-0.899,-1.342,-0.81,-0.49,-1.367,,,20.8,28.9,13.3,3.1,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.5515,0.1762,0.3753,0.1335,0.4619,0.0195,0.9679,0.126,,,,0.0898,,,,,,,,,,0.0068,0.0003,,,,,,combined an initial 48 hr sample with subseqeunt 24 hr sample,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
922,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 1 lodge field,1,4,33,2,June,4_SE,3. Ave hatch date,37.391,-79.538,284,3,all 3 periods,0.129,-2.699,-0.946,-0.603,-0.79,-0.334,-1.174,,,24.7,32.4,16.9,2.8,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.34,0.003,0.337,0.7458,0.4835,0.0028,1.3858,0.198,,0.549,,0.0186,,,,,,,,,0,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
923,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 1 lodge field,1,4,45,14,June,4_SE,4. Nestl. Day 12,37.391,-79.538,284,3,all 3 periods,-0.291,-2.778,-1.761,-2.632,-0.786,-0.689,-1.568,,,17.1,20.2,14.8,3.2,47.4,15.8,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.051,0.002,0.049,0.004,0.4877,0.0009,0.6111,0.0782,,,,0.0033,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
924,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 2 lake field,2,4,2,2,May,4_SE,,37.386,-79.541,269,3,,0.335,-0.231,-0.503,-0.789,-0.638,-0.395,-1.158,,,19.4,26.7,9.5,2.5,0.8,0.27,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,2.698,1.758,0.94,0.4852,0.6872,0.0716,1.2038,0.2055,,0.787,,0.0449,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
925,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 2 lake field,2,4,14,14,May,4_SE,2. Ave lay date,37.386,-79.541,269,3,all 3 periods,-0.024,-0.569,-0.986,-1.053,-0.673,-0.87,-1.737,,,20.8,28.9,13.3,3.1,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,1.1133,0.8064,0.3069,0.2625,0.6339,0.0196,0.4021,0.052,,0.0007,,0.0559,,,,,,,,,,,0.0003,,,,,,combined an initial 48 hr sample with subseqeunt 24 hr sample,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
926,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 2 lake field,2,4,33,2,June,4_SE,3. Ave hatch date,37.386,-79.541,269,3,all 3 periods,0.394,-1.787,-0.61,-0.581,-0.079,-0.071,-0.843,,,24.7,32.4,16.9,2.8,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.78,0.046,0.734,0.7838,2.4978,0.0716,2.5457,0.428,,0.0099,,0.0098,,,,,,,,,0,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
927,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 2 lake field,2,4,45,14,June,4_SE,4. Nestl. Day 12,37.386,-79.541,269,3,all 3 periods,-0.229,-2.363,-1.473,-1.699,-0.512,-1.497,-1.07,,,17.1,20.2,14.8,3.2,47.4,15.8,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.108,0.01,0.098,0.057,0.9203,0.0254,0.0926,0.2523,,,,0.0138,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
928,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 3 fairy field,3,4,2,2,May,4_SE,,37.382,-79.541,296,3,,0.627,0.389,-0.286,-1.008,-0.31,-0.274,-1.351,,,19.4,26.7,9.5,2.5,0.8,0.27,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,8.9,7.35,1.55,0.2917,1.4653,0.0019,1.5921,0.1307,,,,0.0176,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
929,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 3 fairy field,3,4,14,14,May,4_SE,2. Ave lay date,37.382,-79.541,296,3,all 3 periods,0.202,-0.152,-0.986,-1.963,-1.327,-0.22,-1.928,,,20.8,28.9,13.3,3.1,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,2.4177,2.1109,0.3068,0.0297,0.1382,0.0175,1.806,0.0324,,,,0.0307,,,,,,,,,,,0.0003,,,,,,combined an initial 48 hr sample with subseqeunt 24 hr sample,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
930,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 3 fairy field,3,4,33,2,June,4_SE,3. Ave hatch date,37.382,-79.541,296,3,all 3 periods,0.3,-1.347,-0.703,-0.662,-0.355,-0.106,-0.718,,,24.7,32.4,16.9,2.8,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.724,0.132,0.592,0.651,1.3215,0.0072,2.3479,0.5715,,0.0207,,0.0064,,,,,,,,,0,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
931,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 3 fairy field,3,4,45,14,June,4_SE,4. Nestl. Day 12,37.382,-79.541,296,3,all 3 periods,-0.376,-2.875,-1.444,-2.834,-0.598,-1.929,-1.676,,,17.1,20.2,14.8,3.2,47.4,15.8,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.106,0.001,0.105,0.0014,0.7544,0.0008,0.0323,0.0602,,,,0.0075,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
932,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 4 observatory field,4,4,2,2,May,4_SE,,37.383,-79.538,293,3,,0.504,0.275,-0.719,-0.412,-0.342,-0.89,-1.421,,,19.4,26.7,9.5,2.5,0.8,0.27,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,6.22,5.65,0.57,1.1592,1.3635,0.0365,0.3832,0.1107,,,,0.0063,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
933,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 4 observatory field,4,4,14,14,May,4_SE,2. Ave lay date,37.383,-79.538,293,3,all 3 periods,-0.012,-0.472,-0.839,-0.935,-0.694,-1.437,-1.746,,,20.8,28.9,13.3,3.1,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,1.4411,1.0097,0.4314,0.3458,0.6046,0.0651,0.1067,0.0509,,,,0.0053,,,,,,,,,,,,,,,,,combined an initial 48 hr sample with subseqeunt 24 hr sample,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
934,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 4 observatory field,4,4,33,2,June,4_SE,3. Ave hatch date,37.383,-79.538,293,3,all 3 periods,0.296,-2.046,-0.638,-0.557,-0.215,-0.371,-1.083,,,24.7,32.4,16.9,2.8,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.711,0.024,0.687,0.8287,1.8245,0.6791,1.2732,0.245,,,,0.0718,,,,,,,,,0,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
935,VA,Bedford,VA_Racke_ULynchburg,2020,VA_Bedford_2020,VA_Bedford_Trap 4 observatory field,4,4,45,14,June,4_SE,4. Nestl. Day 12,37.383,-79.538,293,3,all 3 periods,-0.538,-2.699,-2.115,-1.683,-1.004,-1.747,-1.43,,,17.1,20.2,14.8,3.2,47.4,15.8,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.023,0.003,0.02,0.0593,0.2945,0.0261,0.0507,0.1085,,,,0.0075,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
936,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 1 lodge field,1,4,-13,18,Apr,4_SE,,37.391,-79.538,284,3,,-0.072,-0.665,-1.824,-1.62,-2.778,-0.352,-1.31,,,13.7,21.7,5,2.1,7.6,2.53,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.688,0.646,0.042,0.069,0.002,0.008,1.331,0.144,,,,,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
937,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 1 lodge field,1,4,14,14,May,4_SE,2. Ave lay date,37.391,-79.538,284,3,all 3 periods,-0.216,-1.528,-1.313,-2.875,-0.871,-0.54,-2.222,,,14.4,21.5,6.1,0.6,1,0.33,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.229,0.086,0.143,0.001,0.401,0.016,0.862,0.015,,,,0.007,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
938,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 1 lodge field,1,4,33,2,June,4_SE,3. Ave hatch date,37.391,-79.538,284,3,all 3 periods,-0.218,-2.015,-1.003,-1.373,-1.227,-0.577,-1.729,,,22.7,28.9,17.2,2.3,1.3,0.43,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.321,0.026,0.295,0.124,0.175,0.054,0.791,0.053,,0.0001,,,,,0.025,,,,0.018,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
939,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 1 lodge field,1,4,45,14,June,4_SE,4. Nestl. Day 12,37.391,-79.538,284,3,all 3 periods,-0.33,-2.198,-1.301,-1.602,-1.003,-0.77,-1.632,,,23.5,29.4,17,1.7,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.163,0.016,0.147,0.072,0.295,,0.506,0.067,,,,0.002,,,0.006,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
940,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 2 lake field,2,4,-13,18,Apr,4_SE,,37.386,-79.541,269,3,,-0.028,-2.523,-1.194,-2.523,-1.413,-0.17,-1.721,,,13.7,21.7,5,2.1,7.6,2.53,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.195,0.006,0.189,0.006,0.113,0.117,2.026,0.054,,,,,,,,,,,0.007,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
941,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 2 lake field,2,4,14,14,May,4_SE,2. Ave lay date,37.386,-79.541,269,3,all 3 periods,-0.138,-1.133,-1.239,-2.222,-1.083,-0.409,-1.658,,,14.4,21.5,6.1,0.6,1,0.33,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.388,0.218,0.17,0.015,0.245,0.006,1.166,0.063,,,,,,,,,,,,,,,0.043,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
942,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 2 lake field,2,4,33,2,June,4_SE,3. Ave hatch date,37.386,-79.541,269,3,all 3 periods,0.252,-1.753,-0.857,-0.923,-0.203,-0.209,-1.095,,,22.7,28.9,17.2,2.3,1.3,0.43,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.464,0.05,0.414,0.355,1.879,0.268,1.85,0.238,,0.012,,,,0.166,0.026,,,,,,,,0.055,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
943,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 2 lake field,2,4,45,14,June,4_SE,4. Nestl. Day 12,37.386,-79.541,269,3,all 3 periods,0.088,-2.436,-1.247,-1.325,-0.548,-0.321,-1.097,,,23.5,29.4,17,1.7,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.175,0.008,0.167,0.139,0.847,0.549,1.43,0.237,,0.04,,,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
944,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 3 fairy field,3,4,-13,18,Apr,4_SE,,37.382,-79.541,296,3,,0.277,0.18,-0.679,-2.574,-1.276,-1.796,-2.875,,,13.7,21.7,5,2.1,7.6,2.53,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,5.165,4.54,0.625,0.005,0.156,0.005,0.045,0.001,,,,,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
945,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 3 fairy field,3,4,14,14,May,4_SE,2. Ave lay date,37.382,-79.541,296,3,all 3 periods,0.196,-1.183,-0.09,-1.921,-0.304,-1.135,-2.115,,,14.4,21.5,6.1,0.6,1,0.33,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,2.631,0.194,2.437,0.033,1.488,0.017,0.217,0.02,,,,0.013,,,,,,,0.007,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
946,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 3 fairy field,3,4,33,2,June,4_SE,3. Ave hatch date,37.382,-79.541,296,3,all 3 periods,0.26,-1.569,-0.624,-1.127,-0.165,-0.206,-1.353,,,22.7,28.9,17.2,2.3,1.3,0.43,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.788,0.078,0.71,0.221,2.048,0.107,1.862,0.13,,0.132,,0.012,,,0.227,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
947,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 3 fairy field,3,4,45,14,June,4_SE,4. Nestl. Day 12,37.382,-79.541,296,3,all 3 periods,0.104,-1.706,-1.252,-1.444,-0.353,-0.267,-1.088,,,23.5,29.4,17,1.7,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.221,0.056,0.165,0.105,1.327,,1.62,0.242,,0.19,,0.007,,,0.037,0.004,,,0.002,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
948,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 4 observatory field,4,4,-13,18,Apr,4_SE,,37.383,-79.538,293,3,,0.274,0.158,-1.133,-2.062,-1.06,-0.777,-2.699,,,13.7,21.7,5,2.1,7.6,2.53,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,4.528,4.31,0.218,0.023,0.258,0.03,0.498,0.003,,,,,0.01,,,,,,0.007,,,0.001,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
949,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 4 observatory field,4,4,14,14,May,4_SE,2. Ave lay date,37.383,-79.538,293,3,all 3 periods,-0.438,-1.602,-1.796,-1.123,-1.222,-1.17,-1.787,,,14.4,21.5,6.1,0.6,1,0.33,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.117,0.072,0.045,0.223,0.177,0.031,0.2,0.046,,,,,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
950,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 4 observatory field,4,4,33,2,June,4_SE,3. Ave hatch date,37.383,-79.538,293,3,all 3 periods,-0.007,-1.139,-0.941,-1.276,-1.121,-0.293,-1.189,,,22.7,28.9,17.2,2.3,1.3,0.43,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.556,0.215,0.341,0.156,0.224,,1.525,0.191,,,,,,,,,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
951,VA,Bedford,VA_Racke_ULynchburg,2021,VA_Bedford_2021,VA_Bedford_Trap 4 observatory field,4,4,45,14,June,4_SE,4. Nestl. Day 12,37.383,-79.538,293,3,all 3 periods,-0.362,-2.477,-1.448,-1.09,-1.824,-0.883,-1.17,,,23.5,29.4,17,1.7,0,0,stn,USW00013733,LYNCHBURG RGNL AP,37.3208,-79.2067,0.111,0.007,0.104,0.241,0.042,0.02,0.39,0.2,,0.006,,0.002,,,,0.002,,,,,,,,,,,,,,"Danielle Racke, John Styrsky","Claytor Nature Center, Univ. of Lynchburg, and Dept. of Biology, Univ. of Lynchburg"
952,WA,Union Gap,WA_Schulz_CWU,2020,WA_Union Gap_2020,WA_Union Gap_1,1,1,21,21,May,1_West,2. Ave lay date,46.572,-120.468,299,3,all 3 periods,-0.358,-1.149,-1.538,-1.77,-0.778,-1.424,-2.247,,,13.2,20.4,3,4.6,0,0,stn,USW00024243,YAKIMA AIR TERMINAL,46.5683,-120.5428,0.294,0.21,0.084,0.048,0.497,,0.11,0.014,,,,,0.014,0.033,,,,,,0.002,,0.003,,,,,,,,Lindsay Schulz,"Cultural and Environ. Resource Manag., Central Washington Univ."
953,WA,Union Gap,WA_Schulz_CWU,2020,WA_Union Gap_2020,WA_Union Gap_1,1,1,40,9,June,1_West,3. Ave hatch date,46.572,-120.468,299,3,all 3 periods,-0.015,-0.611,-0.812,-2.03,-0.493,-0.908,-2.436,,,17.5,26.8,10.2,2.8,1.8,0.6,stn,USW00024243,YAKIMA AIR TERMINAL,46.5683,-120.5428,1.192,0.732,0.46,0.025,0.962,,0.368,0.008,,,,0.004,0.001,0.021,,,,,,0.013,,0.001,,,,,,,,Lindsay Schulz,"Cultural and Environ. Resource Manag., Central Washington Univ."
954,WA,Union Gap,WA_Schulz_CWU,2020,WA_Union Gap_2020,WA_Union Gap_1,1,1,52,21,June,1_West,4. Nestl. Day 12,46.572,-120.468,299,3,all 3 periods,0.095,-1.35,-0.375,-1.469,-0.494,-0.798,-1.778,,,22.8,33.3,11.1,2.6,0,0,stn,USW00024243,YAKIMA AIR TERMINAL,46.5683,-120.5428,1.392,0.131,1.261,0.099,0.958,0.015,0.475,0.047,,,,,0.021,0.4,,,,,,0.004,,0.001,,0.018,,,,,,Lindsay Schulz,"Cultural and Environ. Resource Manag., Central Washington Univ."
955,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,2,2,May,2_Central,,43.386,-88.023,266,3,,-0.773,-2.363,-1.227,-2.198,,,,,,7.8,12.8,1.7,0.9,0.85,0.28,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.185,0.01,0.175,0.016,,0.005,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
956,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,11,11,May,2_Central,,43.386,-88.023,266,3,,-0.862,-1.864,-1.778,-2.198,-2.778,-2.398,,,,8,13,2,1.2,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.085,0.038,0.047,0.016,0.002,,0.009,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
957,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,19,19,May,2_Central,2. Ave lay date,43.386,-88.023,266,3,all 3 periods,-0.523,-2.398,-2.398,,-0.711,-2.875,,,,9.4,14.7,4.6,1.8,12.33,4.11,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.018,0.009,0.009,,0.58,,0.001,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
958,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,22,22,May,2_Central,,43.386,-88.023,266,3,,-0.099,-1.664,-0.753,-2.477,-2.015,-0.31,,,,14.6,20.3,9.2,2.1,18.93,6.31,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.589,0.062,0.527,0.007,0.026,0.002,1.467,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
959,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,25,25,May,2_Central,,43.386,-88.023,266,3,,-0.221,-1.149,-0.426,-1.658,-1.946,-1.602,,,,16.4,21.9,9.7,1.1,16.21,5.4,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.332,0.21,1.122,0.063,0.031,0.006,0.072,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
960,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,28,28,May,2_Central,,43.386,-88.023,266,3,,-0.187,-1.161,-0.44,-2.247,-1.046,-1.864,,,,15,19.8,11.2,1,0.38,0.13,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.289,0.204,1.085,0.014,0.267,0.041,0.038,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
961,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,31,31,May,2_Central,1. last frost date,43.386,-88.023,266,3,,-0.267,-1.099,-0.811,-1.452,-0.941,-1.31,,,,16,22.2,8.5,1.3,1.47,0.49,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.697,0.236,0.461,0.103,0.341,0.036,0.144,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
962,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,34,3,June,2_Central,,43.386,-88.023,266,3,,0.083,-0.783,-0.333,-1.095,-0.672,-0.742,,,,16,22.4,8.6,1.4,3.69,1.23,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.88,0.491,1.389,0.238,0.636,0.037,0.541,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
963,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,37,6,June,2_Central,3. Ave hatch date,43.386,-88.023,266,3,all 3 periods,0.038,-0.969,-0.373,-0.997,-0.622,-0.912,,,,17.7,24.6,9.7,0.9,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.588,0.319,1.269,0.299,0.713,0.01,0.364,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
964,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,40,9,June,2_Central,,43.386,-88.023,266,3,,-0.195,-1.247,-0.591,-0.859,-1.579,-1.247,,,,17.1,23,10.7,1.4,0.41,0.14,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.933,0.167,0.766,0.412,0.076,0.028,0.167,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
